,forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975,actual_forecast_date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ret1,ret2,ret3,ret4,ret5,lag_ret1,lag_ret2,lag_ret3,lag_ret4,lag_ret5,score
4,2023-01-05,DAX,7 day,-6.735741964137194,-1.0947540177613124,0.3006949985365104,1.5182407631244121,6.259934085874841,2023-01-12 00:00:00+01:00,14972.2802734375,15095.0302734375,14934.509765625,15058.2998046875,65971500.0,0.0,0.0,0.7357820037865892,1.9019857494891212,1.778671202009896,3.0221758620665895,4.2182790345421495,14947.91015625,14774.599609375,14792.830078125,14610.01953125,14436.3095703125,2.3913681981935433
0,2023-01-06,DAX,1 day,-3.3212652715215762,-0.551382771440112,0.06096872514413931,0.7208725693882645,2.719772003602724,2023-01-07 00:00:00+01:00,,,,,,,,,,,,,,,,,,
1,2023-01-06,DAX,2 day,-4.087894963565497,-0.8232496811426682,0.0723551404992584,0.9874199247088988,3.5704923267932855,2023-01-08 00:00:00+01:00,,,,,,,,,,,,,,,,,,
2,2023-01-06,DAX,5 day,-5.259160853138978,-0.9176545001813086,0.16179836530589853,1.2242848193747768,4.628696965151875,2023-01-11 00:00:00+01:00,14805.400390625,14965.4697265625,14794.990234375,14947.91015625,66367800.0,0.0,0.0,1.166203745702532,1.0428891982233068,2.2863938582800003,3.4824970307555603,3.1058897204422564,14774.599609375,14792.830078125,14610.01953125,14436.3095703125,14490.7802734375,2.569767931089219
3,2023-01-06,DAX,6 day,-6.282628800683585,-1.044070446622447,0.1860695241679977,1.4408152518611494,5.367396415217598,2023-01-12 00:00:00+01:00,14972.2802734375,15095.0302734375,14934.509765625,15058.2998046875,65971500.0,0.0,0.0,0.7357820037865892,1.9019857494891212,1.778671202009896,3.0221758620665895,4.2182790345421495,14947.91015625,14774.599609375,14792.830078125,14610.01953125,14436.3095703125,2.3746565896554492
4,2023-01-06,DAX,7 day,-6.735741964137194,-1.0916464986804097,0.3261898885072334,1.573728977838229,6.259934085874841,2023-01-13 00:00:00+01:00,15063.2099609375,15132.3701171875,15041.16015625,15086.51953125,66451100.0,0.0,0.0,0.1872277587171567,0.9230097625037459,2.089213508206278,1.9658989607270527,3.209403620783746,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,14610.01953125,2.1214336705499983
0,2023-01-06,DAX,1 day,-3.3212652715215762,-0.5496401384299521,0.057215117886944,0.715600117012638,2.719772003602724,2023-01-07 00:00:00+01:00,,,,,,,,,,,,,,,,,,
1,2023-01-06,DAX,2 day,-4.087894963565497,-0.8232496811426682,0.077741433828038,0.9789771416987225,3.5704923267932855,2023-01-08 00:00:00+01:00,,,,,,,,,,,,,,,,,,
2,2023-01-06,DAX,5 day,-5.259160853138978,-0.9176545001813086,0.13929559187957352,1.2095309770987495,4.628696965151875,2023-01-11 00:00:00+01:00,14805.400390625,14965.4697265625,14794.990234375,14947.91015625,66367800.0,0.0,0.0,1.166203745702532,1.0428891982233068,2.2863938582800003,3.4824970307555603,3.1058897204422564,14774.599609375,14792.830078125,14610.01953125,14436.3095703125,14490.7802734375,2.5848937833775305
3,2023-01-06,DAX,6 day,-6.282628800683585,-1.044070446622447,0.18515619775909542,1.4357212172448897,5.367396415217598,2023-01-12 00:00:00+01:00,14972.2802734375,15095.0302734375,14934.509765625,15058.2998046875,65971500.0,0.0,0.0,0.7357820037865892,1.9019857494891212,1.778671202009896,3.0221758620665895,4.2182790345421495,14947.91015625,14774.599609375,14792.830078125,14610.01953125,14436.3095703125,2.3730228987562216
4,2023-01-06,DAX,7 day,-6.735741964137194,-1.0916464986804097,0.3261898885072334,1.5530097315396674,6.259934085874841,2023-01-13 00:00:00+01:00,15063.2099609375,15132.3701171875,15041.16015625,15086.51953125,66451100.0,0.0,0.0,0.1872277587171567,0.9230097625037459,2.089213508206278,1.9658989607270527,3.209403620783746,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,14610.01953125,2.1110740474007175
0,2023-01-06,DAX,1 day,-3.3212652715215762,-0.5528467048651731,0.05543222958364069,0.7175342639578197,2.719772003602724,2023-01-07 00:00:00+01:00,,,,,,,,,,,,,,,,,,
1,2023-01-06,DAX,2 day,-4.087894963565497,-0.8411690830140373,0.077741433828038,0.9760606891150214,3.5704923267932855,2023-01-08 00:00:00+01:00,,,,,,,,,,,,,,,,,,
2,2023-01-06,DAX,5 day,-5.259160853138978,-0.926504351003743,0.1355654634089376,1.194919287270979,4.628696965151875,2023-01-11 00:00:00+01:00,14805.400390625,14965.4697265625,14794.990234375,14947.91015625,66367800.0,0.0,0.0,1.166203745702532,1.0428891982233068,2.2863938582800003,3.4824970307555603,3.1058897204422564,14774.599609375,14792.830078125,14610.01953125,14436.3095703125,14490.7802734375,2.5857429923454984
3,2023-01-06,DAX,6 day,-6.282628800683585,-1.0556477283270471,0.17866593171165235,1.4269866936728715,5.367396415217598,2023-01-12 00:00:00+01:00,14972.2802734375,15095.0302734375,14934.509765625,15058.2998046875,65971500.0,0.0,0.0,0.7357820037865892,1.9019857494891212,1.778671202009896,3.0221758620665895,4.2182790345421495,14947.91015625,14774.599609375,14792.830078125,14610.01953125,14436.3095703125,2.3809345438699556
4,2023-01-06,DAX,7 day,-6.735741964137194,-1.0947540177613124,0.3006949985365104,1.5182407631244121,6.259934085874841,2023-01-13 00:00:00+01:00,15063.2099609375,15132.3701171875,15041.16015625,15086.51953125,66451100.0,0.0,0.0,0.1872277587171567,0.9230097625037459,2.089213508206278,1.9658989607270527,3.209403620783746,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,14610.01953125,2.069748432762818
0,2023-01-07,DAX,1 day,-3.3212652715215762,-0.551382771440112,0.06096872514413931,0.7208725693882645,2.719772003602724,2023-01-08 00:00:00+01:00,,,,,,,,,,,,,,,,,,
1,2023-01-07,DAX,2 day,-4.087894963565497,-0.8232496811426682,0.0723551404992584,0.9874199247088988,3.5704923267932855,2023-01-09 00:00:00+01:00,14650.73046875,14832.8896484375,14628.6103515625,14792.830078125,64976500.0,0.0,0.0,1.2435046600566935,2.4396078325322534,2.0630005222189496,4.219232903372827,5.015035029096637,14610.01953125,14436.3095703125,14490.7802734375,14181.669921875,14069.259765625,2.971573157696747
2,2023-01-07,DAX,5 day,-5.259160853138978,-0.9176545001813086,0.16179836530589853,1.2242848193747768,4.628696965151875,2023-01-12 00:00:00+01:00,14972.2802734375,15095.0302734375,14934.509765625,15058.2998046875,65971500.0,0.0,0.0,0.7357820037865892,1.9019857494891212,1.778671202009896,3.0221758620665895,4.2182790345421495,14947.91015625,14774.599609375,14792.830078125,14610.01953125,14436.3095703125,2.1393461891732763
3,2023-01-07,DAX,6 day,-6.282628800683585,-1.044070446622447,0.1860695241679977,1.4408152518611494,5.367396415217598,2023-01-13 00:00:00+01:00,15063.2099609375,15132.3701171875,15041.16015625,15086.51953125,66451100.0,0.0,0.0,0.1872277587171567,0.9230097625037459,2.089213508206278,1.9658989607270527,3.209403620783746,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,14610.01953125,1.8261023445860167
4,2023-01-07,DAX,7 day,-6.735741964137194,-1.0916464986804097,0.3261898885072334,1.573728977838229,6.259934085874841,2023-01-14 00:00:00+01:00,,,,,,,,,,,,,,,,,,
0,2023-01-07,DAX,1 day,-3.3212652715215762,-0.5496401384299521,0.057215117886944,0.715600117012638,2.719772003602724,2023-01-08 00:00:00+01:00,,,,,,,,,,,,,,,,,,
1,2023-01-07,DAX,2 day,-4.087894963565497,-0.8232496811426682,0.077741433828038,0.9789771416987225,3.5704923267932855,2023-01-09 00:00:00+01:00,14650.73046875,14832.8896484375,14628.6103515625,14792.830078125,64976500.0,0.0,0.0,1.2435046600566935,2.4396078325322534,2.0630005222189496,4.219232903372827,5.015035029096637,14610.01953125,14436.3095703125,14490.7802734375,14181.669921875,14069.259765625,2.978851038883232
2,2023-01-07,DAX,5 day,-5.259160853138978,-0.9176545001813086,0.13929559187957352,1.2095309770987495,4.628696965151875,2023-01-12 00:00:00+01:00,14972.2802734375,15095.0302734375,14934.509765625,15058.2998046875,65971500.0,0.0,0.0,0.7357820037865892,1.9019857494891212,1.778671202009896,3.0221758620665895,4.2182790345421495,14947.91015625,14774.599609375,14792.830078125,14610.01953125,14436.3095703125,2.1544720414615877
3,2023-01-07,DAX,6 day,-6.282628800683585,-1.044070446622447,0.18515619775909542,1.4357212172448897,5.367396415217598,2023-01-13 00:00:00+01:00,15063.2099609375,15132.3701171875,15041.16015625,15086.51953125,66451100.0,0.0,0.0,0.1872277587171567,0.9230097625037459,2.089213508206278,1.9658989607270527,3.209403620783746,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,14610.01953125,1.8244686536867891
4,2023-01-07,DAX,7 day,-6.735741964137194,-1.0916464986804097,0.3261898885072334,1.5530097315396674,6.259934085874841,2023-01-14 00:00:00+01:00,,,,,,,,,,,,,,,,,,
0,2023-01-07,DAX,1 day,-3.3212652715215762,-0.5528467048651731,0.05543222958364069,0.7175342639578197,2.719772003602724,2023-01-08 00:00:00+01:00,,,,,,,,,,,,,,,,,,
1,2023-01-07,DAX,2 day,-4.087894963565497,-0.8411690830140373,0.077741433828038,0.9760606891150214,3.5704923267932855,2023-01-09 00:00:00+01:00,14650.73046875,14832.8896484375,14628.6103515625,14792.830078125,64976500.0,0.0,0.0,1.2435046600566935,2.4396078325322534,2.0630005222189496,4.219232903372827,5.015035029096637,14610.01953125,14436.3095703125,14490.7802734375,14181.669921875,14069.259765625,2.992185418694468
2,2023-01-07,DAX,5 day,-5.259160853138978,-0.926504351003743,0.1355654634089376,1.194919287270979,4.628696965151875,2023-01-12 00:00:00+01:00,14972.2802734375,15095.0302734375,14934.509765625,15058.2998046875,65971500.0,0.0,0.0,0.7357820037865892,1.9019857494891212,1.778671202009896,3.0221758620665895,4.2182790345421495,14947.91015625,14774.599609375,14792.830078125,14610.01953125,14436.3095703125,2.1553212504295556
3,2023-01-07,DAX,6 day,-6.282628800683585,-1.0556477283270471,0.17866593171165235,1.4269866936728715,5.367396415217598,2023-01-13 00:00:00+01:00,15063.2099609375,15132.3701171875,15041.16015625,15086.51953125,66451100.0,0.0,0.0,0.1872277587171567,0.9230097625037459,2.089213508206278,1.9658989607270527,3.209403620783746,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,14610.01953125,1.832380298800523
4,2023-01-07,DAX,7 day,-6.735741964137194,-1.0947540177613124,0.3006949985365104,1.5182407631244121,6.259934085874841,2023-01-14 00:00:00+01:00,,,,,,,,,,,,,,,,,,
0,2023-01-08,DAX,1 day,-3.3212652715215762,-0.551382771440112,0.06096872514413931,0.7208725693882645,2.719772003602724,2023-01-09 00:00:00+01:00,14650.73046875,14832.8896484375,14628.6103515625,14792.830078125,64976500.0,0.0,0.0,1.2435046600566935,2.4396078325322534,2.0630005222189496,4.219232903372827,5.015035029096637,14610.01953125,14436.3095703125,14490.7802734375,14181.669921875,14069.259765625,3.1659796504198154
1,2023-01-08,DAX,2 day,-4.087894963565497,-0.8232496811426682,0.0723551404992584,0.9874199247088988,3.5704923267932855,2023-01-10 00:00:00+01:00,14741.9697265625,14790.8203125,14692.740234375,14774.599609375,57438600.0,0.0,0.0,-0.12331454747922521,1.1201901125774683,2.3162932850530282,1.9396859747397244,4.095918355893602,14792.830078125,14610.01953125,14436.3095703125,14490.7802734375,14181.669921875,1.4839238554222063
2,2023-01-08,DAX,5 day,-5.259160853138978,-0.9176545001813086,0.16179836530589853,1.2242848193747768,4.628696965151875,2023-01-13 00:00:00+01:00,15063.2099609375,15132.3701171875,15041.16015625,15086.51953125,66451100.0,0.0,0.0,0.1872277587171567,0.9230097625037459,2.089213508206278,1.9658989607270527,3.209403620783746,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,14610.01953125,1.5907919441038436
3,2023-01-08,DAX,6 day,-6.282628800683585,-1.044070446622447,0.1860695241679977,1.4408152518611494,5.367396415217598,2023-01-14 00:00:00+01:00,,,,,,,,,,,,,,,,,,
4,2023-01-08,DAX,7 day,-6.735741964137194,-1.0916464986804097,0.3261898885072334,1.573728977838229,6.259934085874841,2023-01-15 00:00:00+01:00,,,,,,,,,,,,,,,,,,
0,2023-01-08,DAX,1 day,-3.3212652715215762,-0.5496401384299521,0.057215117886944,0.715600117012638,2.719772003602724,2023-01-09 00:00:00+01:00,14650.73046875,14832.8896484375,14628.6103515625,14792.830078125,64976500.0,0.0,0.0,1.2435046600566935,2.4396078325322534,2.0630005222189496,4.219232903372827,5.015035029096637,14610.01953125,14436.3095703125,14490.7802734375,14181.669921875,14069.259765625,3.1767706197353704
1,2023-01-08,DAX,2 day,-4.087894963565497,-0.8232496811426682,0.077741433828038,0.9789771416987225,3.5704923267932855,2023-01-10 00:00:00+01:00,14741.9697265625,14790.8203125,14692.740234375,14774.599609375,57438600.0,0.0,0.0,-0.12331454747922521,1.1201901125774683,2.3162932850530282,1.9396859747397244,4.095918355893602,14792.830078125,14610.01953125,14436.3095703125,14490.7802734375,14181.669921875,1.4850887572458977
2,2023-01-08,DAX,5 day,-5.259160853138978,-0.9176545001813086,0.13929559187957352,1.2095309770987495,4.628696965151875,2023-01-13 00:00:00+01:00,15063.2099609375,15132.3701171875,15041.16015625,15086.51953125,66451100.0,0.0,0.0,0.1872277587171567,0.9230097625037459,2.089213508206278,1.9658989607270527,3.209403620783746,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,14610.01953125,1.605917796392155
3,2023-01-08,DAX,6 day,-6.282628800683585,-1.044070446622447,0.18515619775909542,1.4357212172448897,5.367396415217598,2023-01-14 00:00:00+01:00,,,,,,,,,,,,,,,,,,
4,2023-01-08,DAX,7 day,-6.735741964137194,-1.0916464986804097,0.3261898885072334,1.5530097315396674,6.259934085874841,2023-01-15 00:00:00+01:00,,,,,,,,,,,,,,,,,,
0,2023-01-08,DAX,1 day,-3.3212652715215762,-0.5528467048651731,0.05543222958364069,0.7175342639578197,2.719772003602724,2023-01-09 00:00:00+01:00,14650.73046875,14832.8896484375,14628.6103515625,14792.830078125,64976500.0,0.0,0.0,1.2435046600566935,2.4396078325322534,2.0630005222189496,4.219232903372827,5.015035029096637,14610.01953125,14436.3095703125,14490.7802734375,14181.669921875,14069.259765625,3.1772555708385117
1,2023-01-08,DAX,2 day,-4.087894963565497,-0.8411690830140373,0.077741433828038,0.9760606891150214,3.5704923267932855,2023-01-10 00:00:00+01:00,14741.9697265625,14790.8203125,14692.740234375,14774.599609375,57438600.0,0.0,0.0,-0.12331454747922521,1.1201901125774683,2.3162932850530282,1.9396859747397244,4.095918355893602,14792.830078125,14610.01953125,14436.3095703125,14490.7802734375,14181.669921875,1.4925902318897317
2,2023-01-08,DAX,5 day,-5.259160853138978,-0.926504351003743,0.1355654634089376,1.194919287270979,4.628696965151875,2023-01-13 00:00:00+01:00,15063.2099609375,15132.3701171875,15041.16015625,15086.51953125,66451100.0,0.0,0.0,0.1872277587171567,0.9230097625037459,2.089213508206278,1.9658989607270527,3.209403620783746,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,14610.01953125,1.6067670053601228
3,2023-01-08,DAX,6 day,-6.282628800683585,-1.0556477283270471,0.17866593171165235,1.4269866936728715,5.367396415217598,2023-01-14 00:00:00+01:00,,,,,,,,,,,,,,,,,,
4,2023-01-08,DAX,7 day,-6.735741964137194,-1.0947540177613124,0.3006949985365104,1.5182407631244121,6.259934085874841,2023-01-15 00:00:00+01:00,,,,,,,,,,,,,,,,,,
0,2023-01-09,DAX,1 day,-3.3212652715215762,-0.551382771440112,0.06096872514413931,0.7208725693882645,2.719772003602724,2023-01-10 00:00:00+01:00,14741.9697265625,14790.8203125,14692.740234375,14774.599609375,57438600.0,0.0,0.0,-0.12331454747922521,1.1201901125774683,2.3162932850530282,1.9396859747397244,4.095918355893602,14792.830078125,14610.01953125,14436.3095703125,14490.7802734375,14181.669921875,1.1224628067937679
1,2023-01-09,DAX,2 day,-4.087894963565497,-0.8232496811426682,0.0723551404992584,0.9874199247088988,3.5704923267932855,2023-01-11 00:00:00+01:00,14805.400390625,14965.4697265625,14794.990234375,14947.91015625,66367800.0,0.0,0.0,1.166203745702532,1.0428891982233068,2.2863938582800003,3.4824970307555603,3.1058897204422564,14774.599609375,14792.830078125,14610.01953125,14436.3095703125,14490.7802734375,2.7396704146342628
2,2023-01-09,DAX,5 day,-5.259160853138978,-0.9176545001813086,0.16179836530589853,1.2242848193747768,4.628696965151875,2023-01-14 00:00:00+01:00,,,,,,,,,,,,,,,,,,
3,2023-01-09,DAX,6 day,-6.282628800683585,-1.044070446622447,0.1860695241679977,1.4408152518611494,5.367396415217598,2023-01-15 00:00:00+01:00,,,,,,,,,,,,,,,,,,
4,2023-01-09,DAX,7 day,-6.735741964137194,-1.0916464986804097,0.3261898885072334,1.573728977838229,6.259934085874841,2023-01-16 00:00:00+01:00,15112.0498046875,15153.1904296875,15083.9404296875,15134.0400390625,42102700.0,0.0,0.0,0.3144915094553724,0.5017192681725291,1.2375012719591183,2.4037050176616503,2.280390470182425,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,1.9941699198117824
0,2023-01-09,DAX,1 day,-3.3212652715215762,-0.5496401384299521,0.057215117886944,0.715600117012638,2.719772003602724,2023-01-10 00:00:00+01:00,14741.9697265625,14790.8203125,14692.740234375,14774.599609375,57438600.0,0.0,0.0,-0.12331454747922521,1.1201901125774683,2.3162932850530282,1.9396859747397244,4.095918355893602,14792.830078125,14610.01953125,14436.3095703125,14490.7802734375,14181.669921875,1.1152016568436793
1,2023-01-09,DAX,2 day,-4.087894963565497,-0.8232496811426682,0.077741433828038,0.9789771416987225,3.5704923267932855,2023-01-11 00:00:00+01:00,14805.400390625,14965.4697265625,14794.990234375,14947.91015625,66367800.0,0.0,0.0,1.166203745702532,1.0428891982233068,2.2863938582800003,3.4824970307555603,3.1058897204422564,14774.599609375,14792.830078125,14610.01953125,14436.3095703125,14490.7802734375,2.7469482958207476
2,2023-01-09,DAX,5 day,-5.259160853138978,-0.9176545001813086,0.13929559187957352,1.2095309770987495,4.628696965151875,2023-01-14 00:00:00+01:00,,,,,,,,,,,,,,,,,,
3,2023-01-09,DAX,6 day,-6.282628800683585,-1.044070446622447,0.18515619775909542,1.4357212172448897,5.367396415217598,2023-01-15 00:00:00+01:00,,,,,,,,,,,,,,,,,,
4,2023-01-09,DAX,7 day,-6.735741964137194,-1.0916464986804097,0.3261898885072334,1.5530097315396674,6.259934085874841,2023-01-16 00:00:00+01:00,15112.0498046875,15153.1904296875,15083.9404296875,15134.0400390625,42102700.0,0.0,0.0,0.3144915094553724,0.5017192681725291,1.2375012719591183,2.4037050176616503,2.280390470182425,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,1.9838102966625015
0,2023-01-09,DAX,1 day,-3.3212652715215762,-0.5528467048651731,0.05543222958364069,0.7175342639578197,2.719772003602724,2023-01-10 00:00:00+01:00,14741.9697265625,14790.8203125,14692.740234375,14774.599609375,57438600.0,0.0,0.0,-0.12331454747922521,1.1201901125774683,2.3162932850530282,1.9396859747397244,4.095918355893602,14792.830078125,14610.01953125,14436.3095703125,14490.7802734375,14181.669921875,1.1159891252305774
1,2023-01-09,DAX,2 day,-4.087894963565497,-0.8411690830140373,0.077741433828038,0.9760606891150214,3.5704923267932855,2023-01-11 00:00:00+01:00,14805.400390625,14965.4697265625,14794.990234375,14947.91015625,66367800.0,0.0,0.0,1.166203745702532,1.0428891982233068,2.2863938582800003,3.4824970307555603,3.1058897204422564,14774.599609375,14792.830078125,14610.01953125,14436.3095703125,14490.7802734375,2.760282675631984
2,2023-01-09,DAX,5 day,-5.259160853138978,-0.926504351003743,0.1355654634089376,1.194919287270979,4.628696965151875,2023-01-14 00:00:00+01:00,,,,,,,,,,,,,,,,,,
3,2023-01-09,DAX,6 day,-6.282628800683585,-1.0556477283270471,0.17866593171165235,1.4269866936728715,5.367396415217598,2023-01-15 00:00:00+01:00,,,,,,,,,,,,,,,,,,
4,2023-01-09,DAX,7 day,-6.735741964137194,-1.0947540177613124,0.3006949985365104,1.5182407631244121,6.259934085874841,2023-01-16 00:00:00+01:00,15112.0498046875,15153.1904296875,15083.9404296875,15134.0400390625,42102700.0,0.0,0.0,0.3144915094553724,0.5017192681725291,1.2375012719591183,2.4037050176616503,2.280390470182425,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,1.9700777038623263
0,2023-01-10,DAX,1 day,-3.3212652715215762,-0.551382771440112,0.06096872514413931,0.7208725693882645,2.719772003602724,2023-01-11 00:00:00+01:00,14805.400390625,14965.4697265625,14794.990234375,14947.91015625,66367800.0,0.0,0.0,1.166203745702532,1.0428891982233068,2.2863938582800003,3.4824970307555603,3.1058897204422564,14774.599609375,14792.830078125,14610.01953125,14436.3095703125,14490.7802734375,2.934076907357331
1,2023-01-10,DAX,2 day,-4.087894963565497,-0.8232496811426682,0.0723551404992584,0.9874199247088988,3.5704923267932855,2023-01-12 00:00:00+01:00,14972.2802734375,15095.0302734375,14934.509765625,15058.2998046875,65971500.0,0.0,0.0,0.7357820037865892,1.9019857494891212,1.778671202009896,3.0221758620665895,4.2182790345421495,14947.91015625,14774.599609375,14792.830078125,14610.01953125,14436.3095703125,1.9516810307310535
2,2023-01-10,DAX,5 day,-5.259160853138978,-0.9176545001813086,0.16179836530589853,1.2242848193747768,4.628696965151875,2023-01-15 00:00:00+01:00,,,,,,,,,,,,,,,,,,
3,2023-01-10,DAX,6 day,-6.282628800683585,-1.044070446622447,0.1860695241679977,1.4408152518611494,5.367396415217598,2023-01-16 00:00:00+01:00,15112.0498046875,15153.1904296875,15083.9404296875,15134.0400390625,42102700.0,0.0,0.0,0.3144915094553724,0.5017192681725291,1.2375012719591183,2.4037050176616503,2.280390470182425,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,1.9533660953242324
4,2023-01-10,DAX,7 day,-6.735741964137194,-1.0916464986804097,0.3261898885072334,1.573728977838229,6.259934085874841,2023-01-17 00:00:00+01:00,15130.0302734375,15269.7099609375,15083.9501953125,15187.0703125,57914400.0,0.0,0.0,0.3497914614154496,0.664282970870822,0.8515107295879787,1.5872927333745679,2.7534964790771,15134.0400390625,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,2.006073113668138
0,2023-01-10,DAX,1 day,-3.3212652715215762,-0.5496401384299521,0.057215117886944,0.715600117012638,2.719772003602724,2023-01-11 00:00:00+01:00,14805.400390625,14965.4697265625,14794.990234375,14947.91015625,66367800.0,0.0,0.0,1.166203745702532,1.0428891982233068,2.2863938582800003,3.4824970307555603,3.1058897204422564,14774.599609375,14792.830078125,14610.01953125,14436.3095703125,14490.7802734375,2.944867876672886
1,2023-01-10,DAX,2 day,-4.087894963565497,-0.8232496811426682,0.077741433828038,0.9789771416987225,3.5704923267932855,2023-01-12 00:00:00+01:00,14972.2802734375,15095.0302734375,14934.509765625,15058.2998046875,65971500.0,0.0,0.0,0.7357820037865892,1.9019857494891212,1.778671202009896,3.0221758620665895,4.2182790345421495,14947.91015625,14774.599609375,14792.830078125,14610.01953125,14436.3095703125,1.9420733458971857
2,2023-01-10,DAX,5 day,-5.259160853138978,-0.9176545001813086,0.13929559187957352,1.2095309770987495,4.628696965151875,2023-01-15 00:00:00+01:00,,,,,,,,,,,,,,,,,,
3,2023-01-10,DAX,6 day,-6.282628800683585,-1.044070446622447,0.18515619775909542,1.4357212172448897,5.367396415217598,2023-01-16 00:00:00+01:00,15112.0498046875,15153.1904296875,15083.9404296875,15134.0400390625,42102700.0,0.0,0.0,0.3144915094553724,0.5017192681725291,1.2375012719591183,2.4037050176616503,2.280390470182425,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,1.9517324044250048
4,2023-01-10,DAX,7 day,-6.735741964137194,-1.0916464986804097,0.3261898885072334,1.5530097315396674,6.259934085874841,2023-01-17 00:00:00+01:00,15130.0302734375,15269.7099609375,15083.9501953125,15187.0703125,57914400.0,0.0,0.0,0.3497914614154496,0.664282970870822,0.8515107295879787,1.5872927333745679,2.7534964790771,15134.0400390625,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,1.9957134905188567
0,2023-01-10,DAX,1 day,-3.3212652715215762,-0.5528467048651731,0.05543222958364069,0.7175342639578197,2.719772003602724,2023-01-11 00:00:00+01:00,14805.400390625,14965.4697265625,14794.990234375,14947.91015625,66367800.0,0.0,0.0,1.166203745702532,1.0428891982233068,2.2863938582800003,3.4824970307555603,3.1058897204422564,14774.599609375,14792.830078125,14610.01953125,14436.3095703125,14490.7802734375,2.9453528277760275
1,2023-01-10,DAX,2 day,-4.087894963565497,-0.8411690830140373,0.077741433828038,0.9760606891150214,3.5704923267932855,2023-01-12 00:00:00+01:00,14972.2802734375,15095.0302734375,14934.509765625,15058.2998046875,65971500.0,0.0,0.0,0.7357820037865892,1.9019857494891212,1.778671202009896,3.0221758620665895,4.2182790345421495,14947.91015625,14774.599609375,14792.830078125,14610.01953125,14436.3095703125,1.9495748205410197
2,2023-01-10,DAX,5 day,-5.259160853138978,-0.926504351003743,0.1355654634089376,1.194919287270979,4.628696965151875,2023-01-15 00:00:00+01:00,,,,,,,,,,,,,,,,,,
3,2023-01-10,DAX,6 day,-6.282628800683585,-1.0556477283270471,0.17866593171165235,1.4269866936728715,5.367396415217598,2023-01-16 00:00:00+01:00,15112.0498046875,15153.1904296875,15083.9404296875,15134.0400390625,42102700.0,0.0,0.0,0.3144915094553724,0.5017192681725291,1.2375012719591183,2.4037050176616503,2.280390470182425,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,1.9596440495387388
4,2023-01-10,DAX,7 day,-6.735741964137194,-1.0947540177613124,0.3006949985365104,1.5182407631244121,6.259934085874841,2023-01-17 00:00:00+01:00,15130.0302734375,15269.7099609375,15083.9501953125,15187.0703125,57914400.0,0.0,0.0,0.3497914614154496,0.664282970870822,0.8515107295879787,1.5872927333745679,2.7534964790771,15134.0400390625,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,2.0053776558224037
0,2023-01-11,DAX,1 day,-3.3212652715215762,-0.551382771440112,0.06096872514413931,0.7208725693882645,2.719772003602724,2023-01-12 00:00:00+01:00,14972.2802734375,15095.0302734375,14934.509765625,15058.2998046875,65971500.0,0.0,0.0,0.7357820037865892,1.9019857494891212,1.778671202009896,3.0221758620665895,4.2182790345421495,14947.91015625,14774.599609375,14792.830078125,14610.01953125,14436.3095703125,1.6428116816095026
1,2023-01-11,DAX,2 day,-4.087894963565497,-0.8232496811426682,0.0723551404992584,0.9874199247088988,3.5704923267932855,2023-01-13 00:00:00+01:00,15063.2099609375,15132.3701171875,15041.16015625,15086.51953125,66451100.0,0.0,0.0,0.1872277587171567,0.9230097625037459,2.089213508206278,1.9658989607270527,3.209403620783746,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,14610.01953125,1.403126785661621
2,2023-01-11,DAX,5 day,-5.259160853138978,-0.9176545001813086,0.16179836530589853,1.2242848193747768,4.628696965151875,2023-01-16 00:00:00+01:00,15112.0498046875,15153.1904296875,15083.9404296875,15134.0400390625,42102700.0,0.0,0.0,0.3144915094553724,0.5017192681725291,1.2375012719591183,2.4037050176616503,2.280390470182425,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,14792.830078125,1.7180556948420593
3,2023-01-11,DAX,6 day,-6.282628800683585,-1.044070446622447,0.1860695241679977,1.4408152518611494,5.367396415217598,2023-01-17 00:00:00+01:00,15130.0302734375,15269.7099609375,15083.9501953125,15187.0703125,57914400.0,0.0,0.0,0.3497914614154496,0.664282970870822,0.8515107295879787,1.5872927333745679,2.7534964790771,15134.0400390625,15086.51953125,15058.2998046875,14947.91015625,14774.599609375,1.9886660472843096
